City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
186,Chengde,CN,2021-01-17 01:20:35,40.9725,117.9361,6.96,75,0,0.85
187,Salalah,OM,2021-01-17 01:18:56,17.0151,54.0924,66.2,24,0,6.91
188,Kudahuvadhoo,MV,2021-01-17 01:20:35,2.6708,72.8944,81.55,69,83,9.44
189,Zabol,AF,2021-01-17 01:20:35,32.25,67.25,35.8,66,0,3.27
190,Mataura,NZ,2021-01-17 01:18:41,-46.1927,168.8643,66.02,55,91,9.53
191,Lebu,CL,2021-01-17 01:19:03,-37.6167,-73.65,57.22,84,2,18.28
192,Nicoya,CR,2021-01-17 01:19:06,10.1483,-85.452,82.4,61,0,18.41
193,Sapa,PH,2021-01-17 01:20:35,5.1544,120.3241,76.84,92,100,10.31
194,Khatanga,RU,2021-01-17 01:18:53,71.9667,102.5,-25.92,83,0,7.36
195,Nuevo Progreso,MX,2021-01-17 01:20:35,23.1667,-97.95,64.0,52,75,1.01
196,Kashi,CN,2021-01-17 01:20:35,39.4547,75.9797,17.6,73,0,8.95
197,Nanortalik,GL,2021-01-17 01:19:05,60.1432,-45.2371,24.22,94,100,4.29
198,Husavik,IS,2021-01-17 01:19:00,66.0449,-17.3389,32.0,100,0,2.3
199,Oroville,US,2021-01-17 01:20:35,39.5138,-121.5564,66.2,45,1,2.3
200,Haflong,IN,2021-01-17 01:20:36,25.1833,93.0333,53.42,86,61,1.32
201,Tourlaville,FR,2021-01-17 01:20:36,49.6383,-1.5664,46.99,66,90,10.36
202,San Quintin,MX,2021-01-17 01:18:58,30.4833,-115.95,66.25,39,0,5.08
203,Sao Joao Da Barra,BR,2021-01-17 01:19:00,-21.6403,-41.0511,76.15,84,30,17.18
204,Port Blair,IN,2021-01-17 01:18:42,11.6667,92.75,78.21,70,0,8.68
205,Karasjok,NO,2021-01-17 01:19:00,69.4719,25.5112,33.8,75,20,17.27
206,Glendive,US,2021-01-17 01:20:36,47.1053,-104.7125,37.0,44,1,23.02
207,San Patricio,US,2021-01-17 01:18:50,28.017,-97.5169,55.4,66,20,6.91
208,Aykhal,RU,2021-01-17 01:18:42,66.0,111.5,-35.03,80,100,5.44
209,Nemuro,JP,2021-01-17 01:20:36,43.3236,145.575,19.4,63,40,8.05
210,Vikindu,TZ,2021-01-17 01:20:36,-7.0067,39.2985,75.42,91,12,6.08
211,Saldanha,ZA,2021-01-17 01:18:54,-33.0117,17.9442,60.8,88,0,2.3
212,Kahului,US,2021-01-17 01:18:30,20.8947,-156.47,86.0,48,40,9.22
213,Korfez,TR,2021-01-17 01:20:36,40.7767,29.7297,39.99,100,75,4.61
214,Daru,PG,2021-01-17 01:20:36,-9.0763,143.2092,84.13,77,100,3.47
215,Eirunepe,BR,2021-01-17 01:20:36,-6.6603,-69.8736,75.63,88,96,2.39
216,Plouzane,FR,2021-01-17 01:20:36,48.3833,-4.6167,46.4,71,90,6.91
217,Georgetown,MY,2021-01-17 01:18:44,5.4112,100.3354,80.6,83,20,2.3
218,Juneau,US,2021-01-17 01:20:36,58.3019,-134.4197,41.0,81,90,16.11
219,San Andres,CO,2021-01-17 01:20:06,12.5847,-81.7006,80.6,74,40,6.91
220,Ahuimanu,US,2021-01-17 01:20:36,21.4447,-157.8378,80.6,61,40,3.44
221,Saint-Leu,RE,2021-01-17 01:19:11,-21.15,55.2833,77.0,78,0,5.75
222,Comodoro Rivadavia,AR,2021-01-17 01:17:57,-45.8667,-67.5,59.0,67,20,4.61
223,Ponta Delgada,PT,2021-01-17 01:18:42,37.7333,-25.6667,62.01,94,75,13.8
224,Khorixas,NA,2021-01-17 01:20:37,-20.3667,14.9667,65.8,66,99,6.04
225,Iqaluit,CA,2021-01-17 01:18:56,63.7506,-68.5145,-4.0,77,75,4.61
226,Fortuna,US,2021-01-17 01:18:50,40.5982,-124.1573,51.01,100,90,9.22
227,Mehran,IR,2021-01-17 01:20:37,33.1222,46.1646,39.2,70,75,2.3
228,Acs,HU,2021-01-17 01:20:37,47.7123,18.0113,28.0,86,90,9.22
229,Malanville,BJ,2021-01-17 01:20:37,11.8685,3.3899,69.82,22,40,7.23
230,Mountain Home,US,2021-01-17 01:16:04,43.133,-115.6912,35.6,100,1,3.44
231,Haverfordwest,GB,2021-01-17 01:20:37,51.8017,-4.9691,44.6,76,75,14.97
232,Natalinsk,RU,2021-01-17 01:20:37,56.4739,57.8698,12.27,95,100,7.96
233,Kushima,JP,2021-01-17 01:20:37,31.4583,131.2333,48.2,49,20,19.57
234,Hithadhoo,MV,2021-01-17 01:18:44,-0.6,73.0833,81.07,76,100,12.8
235,Adrar,MR,2021-01-17 01:18:46,20.5022,-10.0711,58.77,26,100,13.11
236,Port Hedland,AU,2021-01-17 01:20:37,-20.3167,118.5667,93.2,33,61,19.57
237,Talnakh,RU,2021-01-17 01:18:50,69.4865,88.3972,-26.18,69,0,7.14
238,Gwadar,PK,2021-01-17 01:20:37,25.1216,62.3254,64.58,61,0,3.71
239,Deputatskiy,RU,2021-01-17 01:18:56,69.3,139.9,-21.26,89,100,2.93
240,Boyle,US,2021-01-17 01:20:37,37.6334,-84.8666,34.0,93,90,10.36
241,Faya,SA,2021-01-17 01:19:05,18.3851,42.4509,51.8,76,0,6.91
242,Torbay,CA,2021-01-17 01:18:49,47.6666,-52.7314,34.0,93,90,18.41
243,Sinnamary,GF,2021-01-17 01:18:48,5.3833,-52.95,78.01,83,85,12.44
244,Eyl,SO,2021-01-17 01:18:46,7.9803,49.8164,71.46,78,0,11.48
245,Acapulco,MX,2021-01-17 01:18:58,16.8634,-99.8901,78.8,83,75,2.3
246,Mahebourg,MU,2021-01-17 01:18:43,-20.4081,57.7,78.8,83,40,10.36
247,Ahipara,NZ,2021-01-17 01:18:42,-35.1667,173.1667,73.35,72,100,14.07
248,Tuktoyaktuk,CA,2021-01-17 01:18:52,69.4541,-133.0374,-0.4,78,90,6.91
249,San Ignacio,BZ,2021-01-17 01:20:38,17.1561,-89.0714,72.0,100,0,1.77
250,Hami,CN,2021-01-17 01:18:59,42.8,93.45,14.14,71,0,2.71
251,Matata,NZ,2021-01-17 01:20:38,-37.8833,176.75,82.99,65,90,5.01
252,Ostrovnoy,RU,2021-01-17 01:18:59,68.0531,39.5131,30.42,98,100,5.97
253,Faanui,PF,2021-01-17 01:18:46,-16.4833,-151.75,81.88,76,0,12.88
254,Sorong,ID,2021-01-17 01:20:38,-0.8833,131.25,81.07,80,100,7.36
255,Port Pirie,AU,2021-01-17 01:20:38,-33.1833,138.0167,68.0,64,75,14.97
256,Corumba,BR,2021-01-17 01:20:39,-19.0092,-57.6533,76.75,86,100,4.27
257,Riyadh,SA,2021-01-17 01:18:20,24.6877,46.7219,59.0,47,0,3.44
258,Osmena,PH,2021-01-17 01:20:39,10.5208,119.9258,79.83,82,100,24.2
259,Urusha,RU,2021-01-17 01:20:39,54.05,122.9,-17.01,87,100,3.42
260,West Odessa,US,2021-01-17 01:20:39,31.8424,-102.4988,55.0,30,1,8.05
